"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","PM25","PM25_Unit","NO2","NO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit","CO","CO_Unit","SO2","SO2_Unit"
"220470007","Grosse Tete","Inactive","R6","30.399401","-91.418297","0.0","-6.0","US","LA","04/18/20","21:00","Louisiana Department of Environmental Quality","Baton Rouge Area","","","","","1","0","0","0","","","","","","","","","","","",""
"490353006","Hawthorne","Active","R8","40.733501","-111.871696","1314.6","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","Salt Lake City","47.0","","18.0","2.0","1","0","1","1","3.1","UG/M3","2.0","PPB","53.0","PPB","","","0.0","PPM","1.0","PPB"
"240210037","Frederick Airport","Active","R3","39.42276","-77.37519","88.8","-5.0","US","MD","04/18/20","21:00","Maryland Department of the Environment","Northern Virginia|Metropolitan Washington","42.0","","","","1","0","0","0","","","","","49.0","PPB","","","","","",""
"250150103","AMHERST","Inactive","R1","42.4006","-72.5236","0.0","-5.0","US","MA","04/18/20","21:00","Massachusetts Dept. of Environmental Protection","Ware - Quabbin Summit|Amherst","","","","","1","0","0","0","","","","","","","","","","","",""
"320070005","Elko","Active","R9","40.838329","-115.766003","1560.1","-8.0","US","NV","04/18/20","21:00","Nevada Division of Environmental Protection","Elko","","8.0","","","0","1","0","0","","","","","","","9.0","UG/M3","","","",""
"170830117","JERSEYVL","Active","R5","39.101439","-90.344494","0.0","-6.0","US","IL","04/18/20","21:00","Illinois EPA","","45.0","","21.0","","1","0","1","0","3.7","UG/M3","","","53.0","PPB","","","","","",""
"060450010","Fort Bragg High School","Active","R9","39.43734","-123.78766","48.5","-8.0","US","CA","04/18/20","21:00","Mendocino County AQMD","Fort Bragg|Point Arena","","12.0","","","0","1","0","0","","","","","","","12.0","UG/M3","","","",""
"160050015","Pocatello Garrett and Gould","Active","R10","42.876701","-112.460297","0.0","-7.0","US","ID","04/18/20","21:00","Idaho Department of Environmental Quality","Pocatello","48.0","9.0","7.0","","1","1","1","0","2.0","UG/M3","","","56.0","PPB","9.0","UG/M3","","","",""
"390610010","Colerain","Active","R5","39.21494","-84.69086","0.0","-5.0","US","OH","04/18/20","21:00","Ohio EPA-DAPC","Cincinnati","43.0","","36.0","","1","0","1","0","8.3","UG/M3","","","46.0","PPB","","","","","2.0","PPB"
"450190049","Charleston Public Works","Active","R4","32.791","-79.959","4.0","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","Charleston","","","25.0","","0","0","1","0","5.3","UG/M3","","","","","","","","","",""
"270834210","Marshall","Active","R5","44.4572","-95.835","0.0","-6.0","US","MN","04/18/20","21:00","Minnesota Pollution Control Agency","Marshall","40.0","","16.0","","1","0","1","0","4.0","UG/M3","","","46.0","PPB","","","","","",""
"450190046","Cape Romain","Active","R4","32.941002","-79.656998","6.7","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","Charleston","46.0","","30.0","1.0","1","0","1","1","7.0","UG/M3","1.0","PPB","52.0","PPB","","","","","0.0","PPB"
"000091201","High Tower","Inactive","CA","53.6553","-118.1764","0.0","-7.0","CA","CC","04/18/20","21:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","","","","","1","0","0","0","","","","","","","","","","","",""
"220331001","Baker","Inactive","R6","30.5872","-91.207199","0.0","-6.0","US","LA","04/18/20","21:00","Louisiana Department of Environmental Quality","Baton Rouge Area","","","","","1","0","0","0","","","","","","","","","","","",""
"150031004","SAND ISLAND 2 - ANUENUE FISHERIES","Active","R9","21.3039","-157.8711","0.0","-10.0","US","HI","04/18/20","21:00","Hawaii State Dept. of Health","Honolulu|Sand Island","34.0","","15.0","","1","0","1","0","3.0","UG/M3","","","39.0","PPB","","","","","",""
"840020900040","A Street","Active","USEPA","64.845931","-147.693278","0.0","-9.0","US","AK","04/18/20","21:00","State of Alaska DEC","Fairbanks","","","0.0","","0","0","1","0","-1.0","UG/M3","","","","","","","","","",""
"483819991","Palo Duro","Active","R3","34.8803","-101.6649","1050.4","-6.0","US","TX","04/18/20","21:00","EPA Office of Atmospheric Programs","Amarillo","41.0","","","","1","0","0","0","","","","","","","","","","","",""
"000100202","PRG Plaza 400","Active","CA","53.9147","-122.7419","601.5","-8.0","CA","CC","04/18/20","21:00","British Columbia Ministry of Environment","","34.0","","4.0","1.0","1","1","1","1","0.2","UG/M3","2.0","PPB","38.0","PPB","","","","","0.0","PPB"
"KP1010001","Kampala","Active","DSUG","0.300225","32.591554","0.0","3.0","UG","N/A","04/18/20","21:00","U.S. Department of State Uganda - Kampala","Kampala","","","151.0","","0","0","1","0","65.0","UG/M3","","","","","","","","","",""
"000100203","PRG BC Rail Warehouse","Active","CA","53.8711","-122.7436","590.5","-8.0","CA","CC","04/18/20","21:00","British Columbia Ministry of Environment","","","","","","0","1","0","0","","","","","","","","","","","",""
"150031006","Makaiwa Gulch","Inactive","R9","21.3442","-158.1128","50.9","-10.0","US","HI","04/18/20","21:00","Hawaii State Dept. of Health","","","","","","0","0","0","0","","","","","","","","","","","",""
"060610006","Roseville - N.Sunrise/Douglas","Active","R9","38.74643","-121.26498","0.0","-8.0","US","CA","04/18/20","21:00","California Air Resources Board","Roseville-Rocklin","39.0","14.0","20.0","2.0","1","1","1","1","4.0","UG/M3","2.0","PPB","43.0","PPB","16.0","UG/M3","","","",""
"000070301","Flin Flon","Active","CA","54.765","-101.8753","0.0","-6.0","CA","CC","04/18/20","21:00","Manitoba Conservation Air Quality Section","","","","","","0","1","0","0","","","","","","","","","","","",""
"000100205","PRG Gladstone School","Active","CA","53.8583","-122.7608","583.5","-8.0","CA","CC","04/18/20","21:00","British Columbia Ministry of Environment","","","","","","0","1","1","0","","","","","","","","","","","",""
"060610004","Colfax","Active","R9","39.1003","-120.9528","0.0","-8.0","US","CA","04/18/20","21:00","Placer County APCD","Colfax","40.0","","34.0","","1","0","1","0","","","","","","","","","","","",""
"450510003","Green Sea","Inactive","R4","34.1264","-78.974503","25.9","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","","","","","","1","0","0","0","","","","","","","","","","","",""
"060610002","Auburn","Active","R9","38.937801","-121.103897","0.0","-8.0","US","CA","04/18/20","21:00","Placer County APCD","Auburn","41.0","","6.0","","1","0","1","0","","","","","","","","","","","",""
"291570001","Farrar","Active","R7","37.70264","-89.69864","151.6","-6.0","US","MO","04/18/20","21:00","Missouri Department of Natural Resources","Farrar","46.0","","","","1","0","0","0","","","","","52.0","PPB","","","","","",""
"000020401","SOUTHAMPTON","Active","CA","46.3864","-62.5828","15.3","-4.0","CA","CC","04/18/20","21:00","Environment Canada","","35.0","","22.0","0.0","1","0","1","1","6.0","UG/M3","0.0","PPB","39.0","PPB","","","","","",""
"000010601","Goose Bay","Active","CA","53.3047","-60.3644","38.7","-4.0","CA","CC","04/18/20","21:00","Canadian Air and Precipitation Monitoring Network","","42.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"000010602","MacPherson Avenue - Corner Brook","Active","CA","48.95224","-57.92207","0.0","-4.0","CA","CC","04/18/20","21:00","Environment Canada","","","","30.0","6.0","0","0","1","0","7.0","UG/M3","","","","","","","","","",""
"481210034","Denton Airport South C56","Active","R6","33.1944","-97.1933","390.4","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","40.0","","34.0","","1","0","1","1","","","","","49.0","PPB","","","","","",""
"450510008","Coastal Carolina","Active","R4","33.8005","-78.9941","0.0","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","Myrtle Beach-Conway","43.0","","","","1","0","0","0","","","","","49.0","PPB","","","","","",""
"113490352005","Copper View","Active","R8","40.598056","-111.894167","0.0","-7.0","US","UT","04/18/20","21:00","Utah Department of Environmental Quality","Salt Lake City","48.0","","27.0","","1","0","1","1","5.2","UG/M3","5.0","PPB","57.0","PPB","","","","","1.0","PPB"
"261210039","MUSKEGON","Active","R5","43.2781","-86.3111","390.4","-5.0","US","MI","04/18/20","21:00","Michigan Department of Environment, Great Lakes, and Energy","Grand Rapids","42.0","","","","1","0","0","0","","","","","52.0","PPB","","","","","",""
"150031001","Honolulu","Active","R9","21.310301","-157.858093","0.0","-10.0","US","HI","04/18/20","21:00","Hawaii State Dept. of Health","Honolulu","","14.0","23.0","","0","1","1","0","7.0","UG/M3","","","","","17.0","UG/M3","0.4","PPM","0.0","PPB"
"350431001","Bernalillo","Active","R6","35.2994","-106.5483","1525.0","-7.0","US","NM","04/18/20","21:00","New Mexico Air Quality Bureau","","51.0","","","","1","0","0","0","","","","","56.0","PPB","","","","","",""
"510410004","BEACH ROAD","Active","R3","37.358898","-77.593597","0.0","-5.0","US","VA","04/18/20","21:00","Virginia Dept. of Environmental Quality","Richmond","44.0","","","","1","0","0","0","","","","","49.0","PPB","","","","","",""
"230031011","Presque Isle Riverside","Active","R1","46.682299","-68.016195","0.0","-5.0","US","ME","04/18/20","21:00","Maine Dept. of Environmental Protection","Northern","","11.0","5.0","","0","1","1","0","2.0","UG/M3","","","","","13.0","UG/M3","","","",""
"350431003","Rio Rancho Senio","Inactive","R6","35.238098","-106.649399","1644.0","-7.0","US","NM","04/18/20","21:00","New Mexico Air Quality Bureau","","","","","","1","0","0","0","","","","","","","","","","","",""
"000040901","ST ANDREWS","Active","CA","45.0892","-67.0786","0.0","-4.0","CA","CC","04/18/20","21:00","Environment Canada","","44.0","","17.0","","1","0","1","0","4.0","UG/M3","","","48.0","PPB","","","","","",""
"270750005","Ely","Active","R5","47.9464","-91.4953","0.0","-6.0","US","MN","04/18/20","21:00","Minnesota Pollution Control Agency","Ely","41.0","","25.0","","1","0","1","0","","","","","46.0","PPB","","","","","",""
"060131004","San Pablo - Rumrill","Active","R9","37.9604","-122.3571","19.8","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","","37.0","","42.0","2.0","1","0","1","1","13.0","UG/M3","3.0","PPB","41.0","PPB","","","0.41","PPM","0.0","PPB"
"300810007","Hamilton PS 46","Active","R8","46.243621","-114.158889","0.0","-7.0","US","MT","04/18/20","21:00","Montana DEQ","Hamilton","","","30.0","","0","0","1","0","6.1","UG/M3","","","","","","","","","",""
"060131002","Bethel Island","Active","R9","38.006311","-121.641918","-1.8","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","Fairfield","42.0","","","1.0","1","0","0","1","","","1.0","PPB","48.0","PPB","","","0.3","PPM","1.0","PPB"
"160210002","Boundary County","Inactive","R10","48.705551","-116.368965","0.0","-8.0","US","ID","04/18/20","21:00","Idaho Department of Environmental Quality","Kootenai Tribe","","","","","0","0","1","0","","","","","","","","","","","",""
"171170002","NILWOOD","Active","R5","39.3961","-89.8094","0.0","-6.0","US","IL","04/18/20","21:00","Illinois EPA","","43.0","","","","1","0","0","0","","","","","52.0","PPB","","","","","",""
"800150334","Xalostoc","Active","MX","19.5259","-99.0824","2161.2","-6.0","MX","MX","04/18/20","21:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","","","","","1","1","1","1","","","","","","","","","","","",""
"840560210003","Laramie County Mobile","Active","R8","41.08536","-104.52277","1741.9","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","Eastern Laramie County","40.0","6.0","5.0","","1","1","1","1","2.0","UG/M3","1.0","PPB","46.0","PPB","9.0","UG/M3","","","0.0","PPB"
"010510004","Wetumpka Tech Park","Active","R4","32.535681","-86.255193","0.0","-6.0","US","AL","04/18/20","21:00","Alabama Department of Environmental Management","","38.0","","","","1","0","0","0","","","","","43.0","PPB","","","","","",""
"010510003","Wetumpka","Inactive","R4","32.538364","-86.232347","0.0","-6.0","US","AL","04/18/20","21:00","Alabama Department of Environmental Management","","","","","","1","0","0","0","","","","","","","","","","","",""
"060793001","Morro Bay","Active","R9","35.36639","-120.8426","0.0","-8.0","US","CA","04/18/20","21:00","San Luis Obispo County APCD","Morro Bay","37.0","","","","1","0","0","0","","","","","42.0","PPB","","","","","",""
"020680003","Denali NPP","Active","USEPA","63.723301","-148.967499","661.2","-9.0","US","AK","04/18/20","21:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"010510001","DBT","Inactive","R4","32.4983","-86.1367","0.0","-6.0","US","AL","04/18/20","21:00","Alabama Department of Environmental Management","","","","","","1","0","0","0","","","","","","","","","","","",""
"480210684","McKinney Roughs C684","Active","R6","30.1408","-97.4592","158.6","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"481131505","N/A","Active","R6","32.879107","-96.913552","0.0","0.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"371230001","Candor FRO","Active","R4","35.263165","-79.836636","197.9","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"051191008","ADEQ-DSR","Active","R6","34.6811","-92.3283","0.0","-6.0","US","AR","04/18/20","21:00","Arkansas Department of Environmental Quality","Little Rock-North Little Rock","","","","","0","0","1","0","","","","","","","","","","","",""
"060658001","Riverside - Rubidoux","Active","R9","33.999449","-117.415831","78.7","-8.0","US","CA","04/18/20","21:00","South Coast AQMD","Metro Riverside CO|Riverside Co. Metro|Norco/Corona","33.0","15.0","21.0","3.0","1","1","1","1","7.0","UG/M3","4.0","PPB","38.0","PPB","19.0","UG/M3","0.13","PPM","0.0","PPB"
"840551270006","Elkhorn","Active","R5","42.66218","-88.48703","0.0","-6.0","US","WI","04/18/20","21:00","Wisconsin Dept. of Natural Resources","","44.0","","","","1","0","0","0","","","","","48.0","PPB","","","","","",""
"051191002","NLRAP","Active","R6","34.8306","-92.2594","0.0","-6.0","US","AR","04/18/20","21:00","Arkansas Department of Environmental Quality","Little Rock-North Little Rock","","","","","1","0","0","0","","","","","","","","","","","",""
"060658005","Mira Loma - Van Buren","Active","R9","33.996387","-117.4925","230.9","-8.0","US","CA","04/18/20","21:00","South Coast AQMD","Metro Riverside CO|Norco/Corona","36.0","","","2.0","1","1","1","1","","","2.0","PPB","41.0","PPB","","","0.09","PPM","",""
"481131500","Lancaster Cedardale C1500","Active","R6","32.630011","-96.800599","195.2","0.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"060773005","TracyAP","Active","R9","37.6825","-121.4406","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","","34.0","11.0","24.0","","1","1","1","1","","","","","","","","","","","",""
"060016001","Chabot","Active","R9","37.72081","-122.09914","171.1","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"410292129","Medford Welch & Jackson","Active","R10","42.33155","-122.880266","0.0","-8.0","US","OR","04/18/20","21:00","Oregon Dept. of Environmental Quality","Medford","","","16.0","","0","0","1","0","","","","","","","","","","","",""
"150011012","Kona","Active","R9","19.5097","-155.9133","517.3","-10.0","US","HI","04/18/20","21:00","Hawaii State Dept. of Health","Kona","","","10.0","","0","0","1","0","2.0","UG/M3","","","","","","","","","1.0","PPB"
"000092901","Edson","Active","CA","53.5936","-116.3928","0.0","-7.0","CA","CC","04/18/20","21:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","41.0","","","","1","0","0","1","","","","","","","","","","","",""
"060016004","Patterson Pass","Inactive","R9","37.689615","-121.631916","526.1","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"060016003","Pleasanton","Active","R9","37.69875","-121.91331","98.8","-8.0","US","CA","04/18/20","21:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"MMHI1HA01","HAAS_SCHOOL","Inactive","R9","19.501","-154.9444","0.0","-10.0","US","MM","04/18/20","21:00","Hawaii State Dept. of Health","","","","","","0","0","1","0","","","","","","","","","","","",""
"000102001","Saturna","Active","CA","48.7833","-123.1333","191.8","-8.0","CA","CC","04/18/20","21:00","Canadian Air and Precipitation Monitoring Network","","32.0","","","","1","0","0","0","","","","","","","","","","","",""
"840530230001","Mobile-Pomeroy","Active","R10","46.474438","-117.614764","0.0","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","","","","","","0","0","1","0","","","","","","","","","","","",""
"840080290007","Paonia","Active","R8","38.8763","-107.6022","0.0","-7.0","US","CO","04/18/20","21:00","Bureau of Land Management - Colorado","","44.0","","","","1","1","1","1","","","","","","","","","","","",""
"330110020","Manchester","Inactive","R1","42.9953","-71.462799","84.2","-5.0","US","NH","04/18/20","21:00","New Hampshire Dept. of Environmental Services","Nashua|Brentwood|Manchester","","","","","1","0","1","0","","","","","","","","","","","",""
"800090171","Merced","Active","MX","19.4246","-99.1195","2246.3","-6.0","MX","MX","04/18/20","21:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","161.0","62.0","135.0","15.0","1","1","1","1","52.0","UG/M3","16.0","PPB","119.0","PPB","82.0","UG/M3","1.0","PPM","8.0","PPB"
"061113001","El Rio - Rio Mesa School #2","Active","R9","34.2653","-119.1336","0.0","-8.0","US","CA","04/18/20","21:00","Ventura County  APCD","Oxnard","35.0","9.0","0.0","","1","1","1","0","0.0","UG/M3","","","41.0","PPB","10.0","UG/M3","","","",""
"400330680","Walters","Inactive","R6","34.346901","-98.307503","0.0","-6.0","US","OK","04/18/20","21:00","Oklahoma Department of Environmental Quality","Lawton","","","","","1","0","0","0","","","","","","","","","","","",""
"80039CE01","Obispado","Active","MX","25.67555","-100.33833","169.6","-6.0","MX","MX","04/18/20","21:00","Sistema Integral de Monitoreo Ambiental","Monterrey","","","","","1","1","1","0","","","","","","","","","","","",""
"060470003","Merced - S. Coffee Ave","Active","R9","37.2817","-120.433601","0.0","-8.0","US","CA","04/18/20","21:00","San Joaquin Valley Unified APCD","Merced","31.0","","45.0","","1","0","1","1","","","","","","","","","","","",""
"040137003","StJohns","Active","R9","33.29015","-112.159874","323.0","-7.0","US","AZ","04/18/20","21:00","Gila River Indian Community DEQ Air Quality Program","Gila River Indian Community","44.0","17.0","","","1","1","0","0","","","","","47.0","PPB","20.0","UG/M3","","","",""
"240199991","Blackwater NWR","Active","R3","38.445","-76.1114","4.0","-5.0","US","MD","04/18/20","21:00","EPA Office of Atmospheric Programs","Eastern Shore","40.0","","","","1","0","0","0","","","","","","","","","","","",""
"000030201","PORT HAWKESBURY","Active","CA","45.61394","-61.36235","0.0","-4.0","CA","CC","04/18/20","21:00","Environment Canada","","33.0","","25.0","1.0","1","0","1","1","7.0","UG/M3","1.0","PPB","38.0","PPB","","","","","",""
"010890022","Huntsville Capshaw","Active","R4","34.7727","-86.7561","0.0","-6.0","US","AL","04/18/20","21:00","Huntsville Natural Resources and Environmental Management","","34.0","","","","1","0","0","0","","","","","","","","","","","",""
"000053301","Deschambault","Active","CA","46.6822","-71.9678","53.4","-5.0","CA","CC","04/18/20","21:00","Meteorological Service of Canada","","43.0","","","","1","0","0","0","","","","","48.0","PPB","","","","","",""
"560190003","Juniper","Inactive","R8","44.2089","-106.228897","1359.4","-7.0","US","WY","04/18/20","21:00","Bureau of Land Management - Wyoming","","","","","","0","0","1","0","","","","","","","","","","","",""
"560190004","Johnson County","Active","R8","43.87483","-106.50974","1432.9","-7.0","US","WY","04/18/20","21:00","Wyoming Department of Environmental Quality","Johnson County","47.0","4.0","","0.0","1","1","0","1","","","1.0","PPB","55.0","PPB","5.0","UG/M3","","","",""
"471550101","Cove Mountain - GSMNP","Active","USEPA","35.6967","-83.6089","793.3","-5.0","US","TN","04/18/20","21:00","National Park Service","Knoxville|Great Smoky Mtns. Natl. Park - TN","","","","","1","0","0","0","","","","","","","","","","","",""
"471550102","Clingmans Dome - GSMNP","Active","USEPA","35.562801","-83.4981","1243.5","-5.0","US","TN","04/18/20","21:00","National Park Service","Knoxville|Great Smoky Mtns. Natl. Park - TN","","","","","1","0","0","0","","","","","","","","","","","",""
"80039NE01","San Nicolas","Active","MX","25.745","-100.25472","152.5","-6.0","MX","MX","04/18/20","21:00","Sistema Integral de Monitoreo Ambiental","Monterrey","","","","","1","1","1","0","","","","","","","","","","","",""
"450190003","Jenkins Avenue","Active","R4","32.88229","-79.977539","12.8","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","","","12.0","","2.0","0","1","0","1","","","2.0","PPB","","","7.0","UG/M3","","","0.0","PPB"
"121111002","911 Center; Rock Road","Inactive","R4","27.449699","-80.408096","0.0","-5.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","","","","","","1","0","1","0","","","","","","","","","","","",""
"090039999","Hartford-Village Green","Inactive","R1","41.764836","-72.668228","0.0","-5.0","US","CT","04/18/20","21:00","Connecticut Dept. of Energy and Environmental Protection","","","","","","1","0","1","0","","","","","","","","","","","",""
"170831001","JERSEYVL","Inactive","R5","39.109699","-90.328598","0.0","-6.0","US","IL","04/18/20","21:00","Illinois EPA","","","","","","1","0","1","0","","","","","","","","","","","",""
"180130001","Helmsburg","Active","R5","39.263914","-86.292261","201.0","-5.0","US","IN","04/18/20","21:00","Indiana Dept. of Environmental Management","","41.0","","","","1","0","0","0","","","","","48.0","PPB","","","","","",""
"482331073","Borger FM 1559","Active","R6","35.676128","-101.43967","945.8","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"281551001","Natchez Trace Parkway - Dancy Rgr Sta.","Inactive","USEPA","33.6636","-89.0622","93.9","-6.0","US","MS","04/18/20","21:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"220470012","Carville","Active","R6","30.1975","-91.1283","0.0","-6.0","US","LA","04/18/20","21:00","Louisiana Department of Environmental Quality","Baton Rouge Area","21.0","","","","1","0","0","0","","","","","21.0","PPB","","","","","",""
"480850005","Frisco C31","Active","R6","33.1325","-96.7861","0.0","-6.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","39.0","","","","1","0","0","0","","","","","44.0","PPB","","","","","",""
"000080901","Bratts Lake","Inactive","CA","50.2008","-104.7108","0.0","-6.0","CA","CC","04/18/20","21:00","Canadian Air and Precipitation Monitoring Network","","","","","","1","0","0","0","","","","","","","","","","","",""
"220511001","Kenner","Active","R6","30.0411","-90.2728","0.0","-6.0","US","LA","04/18/20","21:00","Louisiana Department of Environmental Quality","New Orleans","25.0","","44.0","","1","0","1","0","11.5","UG/M3","","","26.0","PPB","","","","","",""
"010890014","Huntsville Old Airport","Active","R4","34.6917","-86.591698","0.0","-6.0","US","AL","04/18/20","21:00","Huntsville Natural Resources and Environmental Management","Huntsville","36.0","","16.0","","1","0","1","0","","","","","","","","","","","",""
"201070002","Minecrek","Inactive","R7","38.1358","-94.7319","0.0","-6.0","US","KS","04/18/20","21:00","Kansas Dept. of Health and Environment","","","","","","1","0","1","0","","","","","","","","","","","",""
"261630100","MILITARY PARK","Active","R5","42.312078","-83.103469","0.0","-5.0","US","MI","04/18/20","21:00","Michigan Department of Environment, Great Lakes, and Energy","Detroit","","","41.0","3.0","0","0","1","1","11.3","UG/M3","3.0","PPB","","","","","","","0.0","PPB"
"480850009","Frisco Eubanks C1010","Active","R6","33.144662","-96.828809","195.2","0.0","US","TX","04/18/20","21:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"000052001","Charette","Active","CA","46.4425","-72.8928","116.8","-5.0","CA","CC","04/18/20","21:00","Meteorological Service of Canada","","41.0","","","","1","0","0","0","","","","","47.0","PPB","","","","","",""
"000090702","Patricia McInnes","Active","CA","56.7522","-111.4761","0.0","-7.0","CA","CC","04/18/20","21:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","42.0","","6.0","","1","0","1","0","","","","","","","","","","","",""
"000090701","Athabasca Valley","Active","CA","56.7328","-111.39","0.0","-7.0","CA","CC","04/18/20","21:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","35.0","","2.0","","1","0","1","0","","","","","","","","","","","",""
"060719991","Converse Station","Inactive","R3","34.1941","-116.913","1837.9","-8.0","US","CA","04/18/20","21:00","EPA Office of Atmospheric Programs","","","","","","1","0","0","0","","","","","","","","","","","",""
"120330018","Pensacola NAS","Active","R4","30.3681","-87.2708","0.0","-6.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","Pensacola","31.0","","","","1","0","0","0","","","","","36.0","PPB","","","","","",""
"000129501","Snare Rapids","Active","CA","63.5086","-116.0078","240.0","-7.0","CA","CC","04/18/20","21:00","Canadian Air and Precipitation Monitoring Network","","35.0","","","","1","0","0","0","","","","","39.0","PPB","","","","","",""
"800090154","Hospital General de Mâ€šxico","Active","MX","19.4116","-99.1522","2235.3","-6.0","MX","MX","04/18/20","21:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","201.0","","","","1","1","1","1","","","","","120.0","PPB","","","","","",""
"370510010","Honeycutt","Active","R4","35.002197","-78.991941","0.0","-5.0","US","NC","04/18/20","21:00","North Carolina DEQ - Division of Air Quality","Cumberland County","44.0","","","","1","0","0","0","","","","","49.0","PPB","","","","","",""
"518000005","HOLLAND","Active","R3","36.6675","-76.7314","0.0","-5.0","US","VA","04/18/20","21:00","Virginia Dept. of Environmental Quality","Hampton Roads","41.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
"518000004","TIDEWATER COMM. COLLEGE","Active","R3","36.903301","-76.438599","0.0","-5.0","US","VA","04/18/20","21:00","Virginia Dept. of Environmental Quality","Hampton Roads","42.0","","","","1","0","0","0","","","","","48.0","PPB","","","","","",""
"410630001","Enterprise - US Forest Service","Active","R10","45.426351","-117.296066","1163.6","-8.0","US","OR","04/18/20","21:00","Oregon Dept. of Environmental Quality","Enterprise","","","15.0","","0","0","1","0","3.6","UG/M3","","","","","","","","","",""
"000065301","Port Stanley","Active","CA","42.6725","-81.1647","0.0","-5.0","CA","CC","04/18/20","21:00","Ontario Ministry of the Environment","","43.0","","57.0","","1","0","1","0","12.0","UG/M3","","","49.0","PPB","","","","","",""
"551170006","SHEBOYGAN","Active","R5","43.665","-87.7161","0.0","-6.0","US","WI","04/18/20","21:00","Wisconsin Dept. of Natural Resources","Sheboygan","45.0","","","","1","0","0","0","","","","","52.0","PPB","","","","","",""
"120972002","Osceola Co. Fire Station - Four Corners","Active","R4","28.3478","-81.6367","0.0","-5.0","US","FL","04/18/20","21:00","Florida Dept. of Environmental Protection","Osceola County","32.0","","","","1","0","0","0","","","","","40.0","PPB","","","","","",""
"530370002","Ellensburg-Ruby St","Active","R10","46.9936","-120.545","500.2","-8.0","US","WA","04/18/20","21:00","Washington Department of Ecology","Ellensburg","","","","","0","0","1","0","","","","","","","","","","","",""
"450310003","Pee Dee","Active","R4","34.285599","-79.744698","38.7","-5.0","US","SC","04/18/20","21:00","South Carolina DHEC","Florence/Darlington","43.0","","","","1","0","0","0","","","","","53.0","PPB","","","","","",""
"000055501","Frelighsburg","Active","CA","45.0517","-72.8617","234.9","-5.0","CA","CC","04/18/20","21:00","Canadian Air and Precipitation Monitoring Network","","45.0","","","","1","0","0","0","","","","","50.0","PPB","","","","","",""
"471571004","ORGILL","Active","R4","35.3772","-89.8319","0.0","-6.0","US","TN","04/18/20","21:00","Memphis and Shelby County Health Department","Memphis","38.0","","","","1","0","0","0","","","","","46.0","PPB","","","","","",""
